;web_page;url_logo;status
529;http://toolbox.com;https://pimages.toolbox.com/650x375/wp-content/uploads/2022/08/17161441/Digital-Accessibility-The-Right-Thing-To-Do-Is-Also-Good-For-Business.png;1
531;http://voip.com;https://www.voip.com/wp-content/themes/voip/assets/img/VoIP-logo-black.png;1
532;http://leaguelineup.com;https://www.leaguelineup.com/wp-content/themes/league/template/img/leaguelineup-bss.png;1
534;http://linkconnector.com;https://www.linkconnector.com/wordpress/wp-content/plugins/LayerSlider/static/img/blank.gif;1
535;http://coroflot.com;https://s3images.coroflot.com/user_files/job_logos/504099_orzjugnnluxmezlcr_9rk4c2c.png;1
538;http://simplereach.com;https://assets-global.website-files.com/62348aef92bf092b84891591/6297e68c4aa99c9e2339eec4_Nativo%20Logo%20-%202%20color%20reversed.svg;1
539;http://marketmotive.com;https://www.marketmotive.com/market_motive/images/market_motive_logo_white_v1.png;1
540;http://411.com;https://cdn.whitepages.com/_nuxt/7b85ee5/95fa7b9a78dfbf7387e18a3ba083f1ec.svg;1
541;http://glispa.com;https://www.glispa.com/wp-content/uploads/2017/12/Glispa-Perform-White.svg;1
543;http://signnow.com;https://marketing-static.signnow.com/995/images/home-new/send-documents.png;1
548;http://technewsworld.com;https://technewsworld.com/wp-content/uploads/sites/3/2021/04/TNW-Logo-580x200-1.png;1
549;http://pcnametag.com;https://www.pcnametag.com/media/landing-pages/browser-compatibility/chrome-1.png;1
552;http://clickatell.com;https://www.datocms-assets.com/54467/1648577835-like.svg;1
556;http://bluestacks.com;https://cdn-www.bluestacks.com/takeovercms-prod/2022-08-11/1660193594780-website.jpg;1
557;http://onet.pl;https://ocdn.eu/pulscms/MDA_/7bf20f97eb222e14c8eadb2447c04195.jpg;1
558;http://budgetmobile.com;https://budgetmobile.com/wp-content/uploads/2022/05/Budget-Mobile-e1651577129474.png;1
561;http://meetingsfocus.com;https://www.meetingsfocus.com/files/portals/0/skins/meetings/images/meetings_focus_logo.png;1
565;http://ccrane.com;https://cdn11.bigcommerce.com/s-5su7s5q6od/images/stencil/original/logo-blue_1579301974__28783.original.png;1
566;http://cj.com;https://www.cj.com/hubfs/homepage-circle-graphic.png;1
567;http://pcmatic.com;https://seal-iowa.bbb.org/seals/blue-seal-293-61-bbb-32029072.png;1
568;http://ringrevenue.com;https://assets-global.website-files.com/5d82e225060d003d65ddae98/61889c8426f208986aa878eb_attribution_nav_icon.svg;1
573;http://rappler.com;https://www.rappler.com/content/themes/rappler/src/images/logo.svg;1
575;http://swappa.com;https://static.swappa.com/static/images/logos/swappa_wordmark_ffffff_drop_e4611b.svg;1
577;http://codero.com;https://codero.com/wp-content/uploads/2021/04/coderologo_april5_2021_200.png;1
580;http://skimlinks.com;https://skimlinks.com/wp-content/uploads/2021/01/Homepage_2021_4.jpg;1
583;http://tdstelecom.com;https://cdn.blog.tdstelecom.com/wp-content/uploads/2022/08/Unwritten_Law_-_Elva_cover.jpg;1
584;http://mobileroadie.com;https://cdn-static.mobileroadie.com/img/media/music-phone.svg;1
587;http://webnode.cz;https://d1rv23qj5kas56.cloudfront.net/img/portal-2015/lp/lp-hp-cbt-header-01-cs-cz.png;1
589;http://codetwo.com;https://codetwocdn.azureedge.net/images/css-assets/top-C2Logo-2021.png;1
590;http://topseos.com;https://d14m5di267ycfe.cloudfront.net/settings/5f2535e6-16b0-45f7-974b-c37952bcda20.svg;1
593;http://ugr.es;https://www.ugr.es/sites/default/files/imagenes/ugr_ucrania_final.svg;1
595;http://kajabi.com;https://assets-global.website-files.com/5db0d55a083f4b7cd59d2e42/5e1ceaf2f4f68335e372e0da_icon-close.svg;1
596;http://3cx.com;https://www.3cx.com/wp-content/uploads/2018/08/logo-3.png;1
600;http://ipass.com;https://www.ipass.com/wp-content/themes/ipass/images/logo.png;1
602;http://lightreading.com;https://img.lightreading.com/lightreading/lr-red_white_logo.png;1
603;http://lifehealthpro.com;https://images.thinkadvisor.com/cdn-cgi/image/format=auto,width=66/https://images.thinkadvisor.com/contrib/content/uploads/sites/415/2021/04/Ellis_Charley_640x640.jpg;1
604;http://yahoo.co.jp;https://s.yimg.jp/images/yjtop-common/hazard/coronavirus/2022/08/infected/pc0818_01.png;1
606;http://towerstream.com;https://towerstream.com/wp-content/uploads/2021/03/banner_logo.png;1
609;http://slideshop.com;https://kroma.ai/wp-content/uploads/2020/09/kroma-white-temp@2x.png;1
610;http://genuitec.com;https://resources.cloud.genuitec.com/wp-content/uploads/2019/06/genuitec-version-white.png;1
611;http://marcaria.com;https://www.paypalobjects.com/webstatic/en_US/i/buttons/cc-badges-ppmcvdam.png;1
612;http://netatlantic.com;https://www.netatlantic.com/images/n-years.png;1
614;http://elasticemail.com;https://elasticemail.com/wp-content/themes/elasticemail/img/theme-assets/logo.svg;1
616;http://aheadworks.com;https://aheadworks.com/static/version1660721326/frontend/Aheadworks/store2/en_US/images/Rave-Logo.svg;1
619;http://logiforms.com;https://www.logiforms.com/wp-content/themes/logiforms/images/logo.png;1
620;http://hubshout.com;https://s3.amazonaws.com/portaltasks/12538261_20200528_6664617.png;1
627;http://exclaimer.com;https://www.exclaimer.com/wp-content/uploads/2022/04/Exclaimer_Home-Page-–-Ensure-Brand-Consistency.png;1
628;http://virtualpbx.com;https://www.virtualpbx.com/wp-content/uploads/2022/04/logo-whiteBlue.png;1
631;http://scorpiondesign.com;https://dof823s572inc.cloudfront.net/images/logo-2.2107191509420.png;1
632;http://companionlink.com;https://www.dejaoffice.com/img/dpc-hero-800.jpg;1
634;http://acquisio.com;https://www.acquisio.com/wp-content/uploads/2018/12/acquisio-fullcolor.png;1
635;http://techradar.com;https://search-api.fie.future.net.uk/img/misc/no-image-available.svg;1
637;http://rcrwireless.com;https://www.rcrwireless.com/wp-content/uploads/2020/12/RCR-NEWS-retina.jpg;1
639;http://ezanga.com;https://www.ezanga.com/hubfs/trusted-online-marketing-firm.jpg;1
640;http://ebrandz.com;https://www.ebrandz.com/wp-content/themes/ebrandz-child/images/ebrandz.png;1
641;http://silktide.com;https://silktide.com/app/uploads/2021/06/icon-accessibility.svg;1
642;http://freedomvoice.com;https://fv-lb-prod-freedom.netdna-ssl.com/sites/default/files/slides/cloudnumber%402x.png;1
643;http://amantel.com;https://www.amantel.com/images/btn-giftexpress.png;1
645;http://searchmarketingexpo.com;https://marketinglandevents.com/wp-content/themes/ml-events/assets/img/icons/menu.svg;1
646;http://sfr.fr;https://static.s-sfr.fr/media/mobile/Samsung/Logos/samsung-logo.svg;1
647;http://performics.com;https://www.performics.com/wp-content/themes/PFX/img/Intent-lab-logo.png;1
650;http://allmyfaves.com;https://img0.minifav.net/images/whysearch/appstorenew.png;1
653;http://gazeta.ru;https://static.gazeta.ru/nm2021/img/logo_2021.svg;1
654;http://nimbuzz.com;https://nimbuzz.com/css/img/marketing/banner-phone.png;1
655;http://truconnect.com;http://www.truconnect.com/_default_upload_bucket/a-plus.png;1
663;http://seomoz.org;https://moz.com/files/cms/KeywordGap-Topnav-new-v4.svg;1
664;http://flipsnack.com;https://cdn.flipsnack.com/site/images/flipsnack-logo-dark-blue.gz.svg;1
665;http://tmcnet.com;https://images.tmcnet.com/tmc/tmcnw/tmcnet_logo_nw.png;1
666;http://olark.com;https://www.olark.com/img/global/text-link-arrow-blue600.svg;1
667;http://wisestamp.com;https://static.cdn.wisestamp.com/wp-content/uploads/2021/11/WiseStamp-email-signature-generator-and-email-signature-manager.png;1
668;http://elevenwireless.com;https://www.elevensoftware.com/hs-fs/hubfs/brand/logos/eleven-logo-large.png?width=603&name=eleven-logo-large.png;1
669;http://webceo.com;https://site.wstatic.net/static/images/site/update/WebCEO-online-SEO-tools.b5710de344ba.svg;1
674;http://ojooo.com;https://campaign.ojooo.com/img/screens_thumb/WNIraSCBqEzGj2H2BRWZmTMUjPfMae2G.png;1
681;http://brighthand.com;https://cdn.ttgtmedia.com/wp-content/uploads/2021/12/Tenbound-RevOps-Research-Report-Resource.jpg;1
682;http://cases.com;https://cdn11.bigcommerce.com/s-2gwuho/images/stencil/original/cases_logo_1642711370__85386.original.png;1
683;http://morevisibility.com;https://www.morevisibility.com/wp-content/uploads/2022/03/mv-logo-2022.svg;1
686;http://androidauthority.com;https://www.androidauthority.com/wp-content/uploads/2022/02/Android-13-stock-photos-13.jpg;1
692;http://clearme.com;https://assets-global.website-files.com/62389e3439ae72a7e2e2988e/62389e3439ae7260e4e2998f_logo__primary__dark.svg;1
693;http://mainstreethost.com;https://cdn.mainstreethost.com/wp-content/themes/bones/library/images/logo.svg;1
694;http://startec.com;http://www.startec.com/us/sites/default/files/logo-startec.png;1
700;http://bossrevolution.com;https://cdn.bossrevolution.com/dtc-new/img/flags/SVG/NG.svg;1
702;http://vat19.com;https://images.vat19.com/mysterious-box-of-mystery/mysterious-box-of-mystery-ad-02.jpg;1
705;http://finditquick.com;https://static.HugeDomains.com/images/hdv3-img/hugedomains_logo.svg;1
709;http://voipreview.org;https://www.voipreview.org/sites/voipreview.org/files/providers/logos/community-phone.png;1
711;http://galeon.com;https://galeon.com/wp-content/uploads/2021/02/Galeon-Logo.png;1
712;http://dialogic.com;https://i.ytimg.com/vi/Y_x7QcIGOec/2.jpg;1
717;http://etoncorp.com;https://cdn.shopify.com/s/files/1/2407/2229/files/eton_logo_100_red.png;1
718;http://sierrawireless.com;https://www.sierrawireless.com/wp-content/uploads/2021/11/login-icon-white.svg;1
722;http://webimax.com;https://www.webimax.com/hs-fs/hubfs/logo-webimax-notag-white.png?width=175&name=logo-webimax-notag-white.png;1
724;http://5linx.com;https://5linx.com/wp-content/themes/5linx-2018/imgs/5linx-logo-white.svg;1
729;http://dxengineering.com;https://static.dxengineering.com/showcases/large/d883de8d-fba2-4255-84cb-d3bb316a829f.jpg;1
732;http://tones7.com;https://www.tones7.com/images/mobile_logo_big.png;1
733;http://tapjoy.com;https://www.tapjoy.com/app/themes/tapjoy/static/img/illust/hp-signpost/signpost-hero.png;1
737;http://scannermaster.com;https://www.paypalobjects.com/webstatic/mktg/logo/pp_cc_mark_37x23.jpg;1
740;http://50megs.com;http://www.communityarchitect.com/fs_img/footer/spacer.gif;1
741;http://in.com;https://images.news18.com/static_news18/pix/ibnhome/news18/netra-suraksha.jpg;1
743;http://turnkeyinternet.net;https://turnkeyinternet.net/images/trust-seals/ssae16-logo.jpg;1
744;http://gogvo.com;https://gogvo.com/images/gvo-logo-new.jpg;1
748;http://whoson.com;https://www.whoson.com/img/home/whoson-logo-sm-white.png;1
749;http://sitepal.com;https://www.sitepal.com/images/frontend/logo.png;1
752;http://voki.com;https://www.voki.com/images/cross.png;1
755;http://hotspotsystem.com;https://www.hotspotsystem.com/hotsyswp/wp-content/themes/hotspot/images/logo_newconcept.png;1
756;http://bamboosolutions.com;https://bamboosolutions.com/wp-content/uploads/2021/02/BambooSPXLogo-Color-LightBG_V3.svg;1
758;http://esmas.com;https://noticieros.televisa.com/wp-content/themes/news-amp/images/foro_square.svg;1
759;http://shopclues.com;https://images.shopclues.com/images/ui/madeinindia.png;1
760;http://wealthyaffiliate.com;https://cdn4.wealthyaffiliate.com/img/nichemarketing/home/home-header-wa-logo.png;1
761;http://wayin.com;https://www.cheetahdigital.com/wp-content/uploads/2021/12/CD_Logo_2021-stamp.png;1
764;http://superb.net;https://secure.leadforensics.com/51887.png;1
768;http://angelfire.com;https://ly.lygo.net/af/images/btn-sitebuild.png;1
775;http://wpromote.com;https://www.wpromote.com/wp-content/themes/wpromote/images/icon-play.svg;1
776;http://trustedreviews.com;https://www.trustedreviews.com/wp-content/uploads/sites/54/2019/08/trusted-reviews-logo-white-320x91.png;1
777;http://highspeedinternet.com;https://www.highspeedinternet.com/app/themes/coolwhip-child/dist/images/hero-planet.png;1
782;http://adgooroo.com;https://www.adthena.com/wp-content/uploads/2022/06/logo-bupa.svg;1
784;http://5linx.net;https://5linx.com/wp-content/themes/5linx-2018/imgs/5linx-logo-white.svg;1
790;http://101domain.com;https://www.101domain.com/images/101domain/101domain-logo.svg;1
792;http://maxmind.com;https://static.maxmind.com/6dd98c44fa2ca1d485e6/images/product-icon-minfraud.svg;1
796;http://phonedog.com;https://news.wirefly.com/sites/phonedog.com/files/phone/large/apple-iphone-xr-black.png;1
797;http://connectify.me;https://connectify.me/wp-content/uploads/HOTSPOT-2021-01.png;1
799;http://techwyse.com;https://www.central-core-7.com/54636.png;1
801;http://technobuffalo.com;https://www.technobuffalo.com/sites/all/themes/mbn2_twig/assets/images/16x9.png;1
818;http://voltage.com;https://flc-assets-prod.s3.amazonaws.com/2021-05/info-icon-copy-8.svg;1
819;http://avispl.com;https://avispl.com/wp-content/uploads/2020/05/avispl-white-footer-1.png;1
820;http://360cities.net;https://cloudflare1.360gigapixels.com/pano/horing/01908694__.jpg/equirect/0.jpg;1
821;http://pennytalk.com;https://dnp2yarqun8ek.cloudfront.net/Content/images/ptus/1.jpg;1
825;http://ez.no;https://www.ibexa.co/var/site/storage/images/7/9/1/3/273197-2-eng-GB/3621030d47d9-B2B-customer-logos-Horizontal-Black.png;1
826;http://boxwave.com;https://images.boxwave.com/homepage/home-slide-magnetosnap.png;1
827;http://e-monsite.com;https://www.e-monsite.com/medias/site/logos/logo-e-monsite-portail.png;1
828;http://luxsci.com;https://djrufvackyewl.cloudfront.net/s3/2018/LuxSci-Name-Logo-26-light.png;1
829;http://pixelcrayons.com;https://www.pixelcrayons.com/common/img/logo.png;1
835;http://rambler.ru;https://static.rambler.ru/icons/header/v2/logo/head.svg;1
837;http://bigtent.com;https://www.care.com/c/wp-content/uploads/sites/2/2021/04/Care_com_classic_logo.svg;1
839;http://hover.com;https://hover-assets.s3.ca-central-1.amazonaws.com/images/site/everyone.png;1
841;http://websitetoolbox.com;https://cdn.websitetoolbox.com/images/logos/wt_logo_blue.svg;1
842;http://shopgate.com;https://25386583.fs1.hubspotusercontent-eu1.net/hubfs/25386583/ShopGate/Images/12321321.svg;1
845;http://hellofax.com;https://assets-global.website-files.com/5d8276a79ed2c0d135ef444b/5e2f7a28ff293b0f5a039797_hellofax_logo_strip.png;1
848;http://actiance.com;https://www.smarsh.com//media/smarsh-logo-new.svg;1
850;http://differencebetween.net;http://cdn.differencebetween.net/wp-content/themes/mimbo/images/logo.jpg;1
851;http://toucharcade.com;https://toucharcade.com/wp-content/images/app/1593130084/100x100bb.jpg;1
854;http://scosche.com;https://www.scosche.com/media/logo/stores/1/LOGO.png;1
857;http://goo.ne.jp;https://www.xgoo.jp/top2018/public/img/gh_logo.svg;1
858;http://emarketer.com;https://publicsite-wordpress-storage.insiderintelligence.com/wp-content/uploads/2022/04/05145939/industry_kpis_hero_dark.svg;1
862;http://answernet.com;https://answernet.com/wp-content/uploads/2021/04/cropped-cropped-AnswerNet-white-logo-hi-res_with-OUTLINE-1.png;1
863;http://wirelesszone.com;https://wirelesszone.com/wp-content/uploads/2022/05/WIRELESS_ZONE_250x50.jpg;1
864;http://link-assistant.com;https://cdn1.link-assistant.com/thumbs/w1600-h790-c1/themes/basic/images/header/header-img2.jpg;1
865;http://openxcell.com;https://www.openxcell.com/wp-content/uploads/2021/03/us-flag.svg;1
867;http://pchome.com.tw;https://w6.pchome.com.tw/img/logo/logo_24h_2021.svg;1
875;http://jobvertise.com;https://seal-chicago.bbb.org/logo/ruhzbum/jobvertise-88257852.png;1
876;http://brafton.com;https://www.brafton.com/wp-content/themes/brafton2016/library/images/logo_full.svg;1
879;http://uservoice.com;https://assets.website-files.com/60d5fccd073e73765ce22806/60d5fccd073e7385e2e22829_uservoice-logo-web.svg;1
880;http://atmail.com;https://www.atmail.com/wp-content/uploads/2021/04/logoalt_1.svg;1
882;http://vocalcom.com;https://www.vocalcom.com/wp-content/themes/yagami-adveris/web/src/img/icon/logo.svg;1
884;http://ocn.ne.jp;https://www.xgoo.jp/top2018/ocn_new_design/4_design_01.jpg;1
885;http://ducttapemarketing.com;https://149350408.v2.pressablecdn.com/wp-content/uploads/2018/02/Duct-Tape-Marketing-Logo.png;1
887;http://maktoob.com;https://s.yimg.com/rz/p/yahoo_homepage_en-US_s_f_p_bestfit_homepage.png;1
892;http://mail.ru;https://ad.mail.ru/i1629.gif;1
893;http://webspawner.com;https://www.webspawner.com/images/public/wsp/logo-webspawner.png;1
894;http://shop-pro.jp;https://static-www.shop-pro.jp/img/top/popup-bnr-food.jpg;1
895;http://padandquill.com;https://www.padandquill.com/media/logo/stores/1/logo.png;1
896;http://kunocreative.com;https://2659736.fs1.hubspotusercontent-na1.net/hubfs/2659736/kuno/2021/core-vitals--home/images/kuno-logo.svg;1
897;http://cardosystems.com;https://www.cardosystems.com/wp-content/themes/cardo/assets/img/logo-no-text-dark.svg;1
898;http://clickworker.com;https://secure.leadforensics.com/223006.png;1
901;http://movistar.com.pe;https://www.movistar.com.pe/o/canalonline-movistar-peru-theme/images/iconos/logo-telefonica.png;1
902;http://peerfly.com;https://blog.peerfly.com/wp-content/uploads//2019/07/A_blank_black_picture.jpg;1
904;http://infinera.com;https://www.infinera.com/wp-content/uploads/spotlight-ICE6-Turbo-662x342-1.jpg;1
905;http://wowslider.com;https://wowslider.com/images/seo2.jpg;1
908;http://i9sports.com;https://i9sportsprod.wpengine.com/wp-content/uploads/2020/07/testimonial-photos-thumbs-up-300x300.jpg;1
910;http://indianic.com;https://dcdh7ea8gkhvt.cloudfront.net/wp-content/themes/indianic/assets/images/indianic-black-logo.svg;1
913;http://boostability.com;https://www.boostability.com/wp-content/uploads/2021/05/seo-search-engine-results-home-page-v3.png;1
914;http://edmundsassoc.com;https://www.edmundsgovtech.com/wp-content/uploads/municipalities-utilities-Illustration.png;1
918;http://ahrefs.com;https://static.ahrefs.com/static/assets/static/l1-50bfccfbe014ddf93ddea0ea67ecc302.png;1
922;http://mobilestorm.com;https://spectrummessaging.com/wp-content/uploads/2022/06/Logo.png;1
924;http://wilsonelectronics.com;https://cdn2.hubspot.net/hubfs/1886759/_web/_weboost/Logos/wilsonelectronics-logo.svg;1
926;http://telefonica.com;https://www.telefonica.com/es/wp-content/uploads/sites/4/2021/11/flecha-arriba-derecha.svg;1
929;http://sungardas.com;https://302335.fs1.hubspotusercontent-na1.net/hubfs/302335/logo-sungard-availability-services.svg;1
931;http://freedomsoft.com;https://freedomsoft.com/wp-content/uploads/2016/03/FreedomSoft-Logo_v01.gif;1
933;http://fax.com;https://www.fax.com/wp-content/uploads/2022/04/logo.png;1
934;http://kozzi.com;https://kozzi.com/wp-content/uploads/2022/03/KOZZI-Dan-Kosmayer-Creation-TM.jpg;1
935;http://dnsmadeeasy.com;https://assets-global.website-files.com/6019c2730025bb47a28f7167/62fd5c87d7b3e835f2ea5d88_DigiCertDNSME_WebsiteLogo.svg;1
936;http://hostpapa.com;https://www.hostpapa.com/app/plugins/wpml-multilingual-cms/res/flags/en.png;1
937;http://cellebrite.com;https://cellebrite.com/wp-content/plugins/polylang/flags/us.png;1
938;http://contactology.com;https://try.campaigner.com/wp-content/uploads/2021/12/campaigner-logo-reverse-600px.png;1
939;http://brightlocal.com;https://d317jr06u12xtj.cloudfront.net/2022/02/LYL2gygg-BL-Logo-ukr-small.svg;1
941;http://hosting.com;https://www.ntirety.com/wp-content/uploads/2020/06/TaglineFINAL_Horz_LTBLW_resized-1.png;1
943;http://gmx.es;https://i0.gmx.com/gcom/376/11395376,pd=1,f=teaser-card-s/iphone.jpg;1
944;http://gosquared.com;https://static.gosquared.com/images/nav/icon_arrowdown_01.png;1
947;http://cyberchimps.com;https://cdn.cyberchimps.com/wp-content/uploads/2019/08/cyberchimps-logo-1.png;1
949;http://ocnk.net;https://www.ocnk.net/img/ocnk_ci.svg;1
950;http://pingo.com;https://pingo.com/images/logo.svg;1
951;http://zing.vn;https://static-znews.zingcdn.me/images/channels/logo-lifestyle-dark.svg;1
956;http://powweb.com;https://secure.powweb.com/images/icons/CountryFlags/USD-flag.gif;1
958;http://cloudsolutions.co.uk;https://cts.co/hs-fs/hubfs/cts-logo-1.png?width=69&name=cts-logo-1.png;1
959;http://pagesjaunes.ca;https://ssmscdn.yp.ca/image/resize/f7102503-e788-43c8-89f6-9ace9bcd9155/ypui-home-tb-v2/jean-coutu-stephan-dolarian-et-carla-chirinian-pharmacie-affiliee-autre-1.jpg;1
963;http://studyabroad.com;https://www.studyabroad.com/sites/all/themes/sab_bootstrap/images/sab-logo.png;1
964;http://mobileread.com;https://www2.mobileread.com/i/mr/misc/logo.png;1
965;http://pinpointe.com;https://www.pinpointe.com/wp-content/uploads/pinpointe-logo-notag1.png;1
968;http://digitaljournal.com;https://www.digitaljournal.com/wp-content/uploads/2021/01/Digital-Journal-Logosm.png;1
969;http://whatclinic.com;https://cdn.whatclinic.com/static/latest/images/countries/flags/medium/us.png;1
972;http://etfdailynews.com;https://www.etfdailynews.com/wp-content/uploads/2022/03/etf-daily-news-logo-02.png;1
974;http://northstate.net;https://www.northstate.net/wp-content/themes/NorthState/assets/images/location-icon-mobile.svg;1
975;http://simplehelix.com;https://simplehelix.com/wp-content/uploads/2020/09/Simple-Helix-Logo.png;1
976;http://flurry.com;https://s.yimg.com/oo/cms/products/flurry/themes/custom/flurry_theme/logo_3235a13fb.svg;1
3;http://att.com;error;0
6;http://verizonwireless.com;error;0
7;http://godaddy.com;error;0
9;http://whitepages.com;error;0
11;http://comcast.com;error;0
12;http://t-mobile.com;error;0
14;http://verizon.com;error;0
15;http://shopify.com;error;0
16;http://sprint.com;error;0
17;http://spokeo.com;error;0
18;http://bing.com;error;0
20;http://timewarnercable.com;error;0
21;http://constantcontact.com;error;0
22;http://zoho.com;error;0
24;http://gotomeeting.com;error;0
27;http://intelius.com;error;0
28;http://charter.com;error;0
30;http://conduit.com;error;0
31;http://mediaplex.com;error;0
32;http://webs.com;error;0
33;http://about.com;error;0
34;http://blackberry.com;error;0
36;http://centurylink.com;error;0
38;http://exacttarget.com;error;0
39;http://motorola.com;error;0
41;http://peoplefinders.com;error;0
42;http://qualcomm.com;error;0
43;http://hostgator.com;error;0
45;http://cox.com;error;0
46;http://box.com;error;0
48;http://metropcs.com;error;0
50;http://alot.com;error;0
52;http://webex.com;error;0
53;http://otterbox.com;error;0
54;http://sulekha.com;error;0
56;http://msn.com;error;0
57;http://mylife.com;error;0
58;http://rdio.com;error;0
60;http://ning.com;error;0
61;http://virginmobileusa.com;error;0
65;http://nokia.com;error;0
66;http://univision.com;error;0
67;http://jawbone.com;error;0
68;http://rakuten.co.jp;error;0
69;http://networksolutions.com;error;0
70;http://8x8.com;error;0
71;http://vonage.com;error;0
73;http://business.com;error;0
74;http://mitel.com;error;0
75;http://bluehost.com;error;0
77;http://ringcentral.com;error;0
78;http://paltalk.com;error;0
79;http://sharefile.com;error;0
81;http://riverbed.com;error;0
83;http://mycricket.com;error;0
84;http://gotowebinar.com;error;0
86;http://atdmt.com;error;0
87;http://rebtel.com;error;0
90;http://vzw.com;error;0
91;http://mimecast.com;error;0
92;http://uscellular.com;error;0
93;http://getsatisfaction.com;error;0
96;http://animoto.com;error;0
98;http://peoplesmart.com;error;0
100;http://swagbucks.com;error;0
102;http://greatcall.com;error;0
103;http://secureserver.net;error;0
106;http://sugarsync.com;error;0
107;http://bmc.com;error;0
108;http://terra.com;error;0
109;http://weebly.com;error;0
111;http://register.com;error;0
115;http://about.me;error;0
116;http://one.com;error;0
117;http://vpweb.com;error;0
119;http://airpush.com;error;0
121;http://compete.com;error;0
122;http://rcn.com;error;0
125;http://ifbyphone.com;error;0
126;http://whatcounts.com;error;0
128;http://plantronics.com;error;0
131;http://kudzu.com;error;0
134;http://sonyentertainmentnetwork.com;error;0
137;http://newhaven.edu;error;0
138;http://ussearch.com;error;0
141;http://altova.com;error;0
142;http://android.com;error;0
143;http://jimdo.com;error;0
144;http://headsets.com;error;0
149;http://findmespot.com;error;0
150;http://gazelle.com;error;0
151;http://tracfone.com;error;0
154;http://verizon.net;error;0
160;http://proofpoint.com;error;0
163;http://rtrk.com;error;0
164;http://avangate.com;error;0
165;http://earthlink.net;error;0
166;http://onstar.com;error;0
167;http://tel3.com;error;0
168;http://ipage.com;error;0
170;http://godish.com;error;0
171;http://quirky.com;error;0
172;http://mediatemple.net;error;0
174;http://ooma.com;error;0
175;http://good.com;error;0
176;http://optimum.com;error;0
178;http://webcrawler.com;error;0
179;http://safelinkwireless.com;error;0
180;http://intercall.com;error;0
182;http://box.net;error;0
190;http://tinyurl.com;error;0
192;http://stumbleupon.com;error;0
193;http://consolidated.com;error;0
194;http://case-mate.com;error;0
195;http://comcast.net;error;0
198;http://cellularoutfitter.com;error;0
201;http://dealtime.com;error;0
204;http://spigen.com;error;0
205;http://findthebest.com;error;0
207;http://griffintechnology.com;error;0
208;http://softlayer.com;error;0
209;http://justhost.com;error;0
212;http://freeconferencecall.com;error;0
213;http://brighthouse.com;error;0
214;http://home.pl;error;0
215;http://acquia.com;error;0
216;http://sakura.ne.jp;error;0
217;http://inbox.com;error;0
220;http://nifty.com;error;0
221;http://harris.com;error;0
222;http://italkbb.com;error;0
223;http://securepaynet.net;error;0
225;http://brandbucket.com;error;0
228;http://incredimail.com;error;0
229;http://dogpile.com;error;0
231;http://thenextweb.com;error;0
237;http://ucoz.com;error;0
238;http://televisionfanatic.com;error;0
239;http://findtherightjob.com;error;0
245;http://soluto.com;error;0
247;http://livedoor.jp;error;0
250;http://radaris.com;error;0
254;http://liquidweb.com;error;0
257;http://vodafone.com;error;0
261;http://freewebs.com;error;0
262;http://digicelgroup.com;error;0
263;http://012global.com;error;0
264;http://earthlinkbusiness.com;error;0
265;http://1shoppingcart.com;error;0
266;http://buuteeq.com;error;0
267;http://grasshopper.com;error;0
269;http://test.com;error;0
270;http://mailjet.com;error;0
271;http://polycom.com;error;0
272;http://demandbase.com;error;0
275;http://unitrends.com;error;0
277;http://localedge.com;error;0
278;http://singtel.com;error;0
281;http://payloadz.com;error;0
283;http://hostmonster.com;error;0
288;http://chitika.com;error;0
289;http://twcbc.com;error;0
290;http://telstra.com.au;error;0
292;http://charterbusiness.com;error;0
294;http://esignal.com;error;0
296;http://99designs.com;error;0
298;http://totalrecipesearch.com;error;0
301;http://att.jobs;error;0
302;http://wirelessemporium.com;error;0
304;http://air-watch.com;error;0
308;http://waze.com;error;0
310;http://list-manage.com;error;0
311;http://modaoperandi.com;error;0
312;http://epaperflip.com;error;0
315;http://whatsupgold.com;error;0
316;http://hellodirect.com;error;0
317;http://virginmedia.com;error;0
319;http://truphone.com;error;0
320;http://eztexting.com;error;0
322;http://cloudera.com;error;0
323;http://americommerce.com;error;0
324;http://homesandland.com;error;0
325;http://ericsson.com;error;0
327;http://citymax.com;error;0
328;http://geotrust.com;error;0
332;http://adknowledge.com;error;0
336;http://whitefence.com;error;0
337;http://ntt.com;error;0
341;http://cspire.com;error;0
342;http://example.com;error;0
343;http://yammer.com;error;0
344;http://so-net.ne.jp;error;0
346;http://clicksor.com;error;0
347;http://inetu.net;error;0
348;http://gogrid.com;error;0
351;http://iweb.com;error;0
352;http://idrive.com;error;0
353;http://toutapp.com;error;0
354;http://me.com;error;0
356;http://411.ca;error;0
358;http://bandwidth.com;error;0
359;http://vzwshop.com;error;0
360;http://xfinity.com;error;0
364;http://carphonewarehouse.com;error;0
366;http://shoretel.com;error;0
367;http://imation.com;error;0
368;http://nobelcom.com;error;0
370;http://talktalk.co.uk;error;0
371;http://alexa.com;error;0
374;http://digitalchocolate.com;error;0
375;http://ampedwireless.com;error;0
377;http://netfirms.com;error;0
379;http://scoutmob.com;error;0
380;http://unbounce.com;error;0
381;http://netvibes.com;error;0
382;http://photobiz.com;error;0
387;http://sitepoint.com;error;0
389;http://echodesign.com;error;0
390;http://signupgenius.com;error;0
391;http://directtrack.com;error;0
397;http://telus.net;error;0
398;http://3gstore.com;error;0
399;http://bronto.com;error;0
